,act,ap,awards,comments,country,courseload,decision,essay,ethnicity,extracurriculars,gender,gpa,hooks,ib,income,interview,jobexp,otherschools,rank,sat1,sat2,schooltype,state,strengths,summer,volunteer,weaknesses,whydecision
281,0,"[4, 3]","QuestBridge Finalist, Venture Scholar, Eagle Scout","I'm not upset, but I'm definitely not happy either. I really wished I could have got a definite answer, but I know I am not alone. I definitely wasn't expecting Harvard to defer so many applicants early. I'm sure this caught many others off-guard as well. I really regret not ranking any schools for the QuestBridge College Match b/c I felt that I would have a shot at getting into Harvard EA. I guess I'll just take this as a sign that I need to work super hard in my classes until RD decisions come out in the spring. I already have a reccomendation from the principal that I will add to my application, but besides that I'm just going to apply to as many schools as I can with the above stats and whichever one takes me, so be it. Good luck erybody!",,"AP Calculus AB, AP Biology, AP Literature, AP U.S. Gov't, Band (first year taking band, needed it UC schools)",D,About a game I came up with. Additional essay was about the many economic obstacles me and my family have had to overcome since the recession.,hispanic,"NHS (President), Snowboard Club (co-founder/instructor), Boy Scouts (Varsity Captain/Senior Patrol Leader/Activity Chair), Varsity Football (10-11), JV Sports (Basketball:9-10, Track: 9-10, Wrestling: 11), K-eazy productions (founder-planned huge co-ed events over summer), Student Organization of Latinos (Community Service Chair), Salsa Dancing (member of Salsa Las Vegas dance team 9-10), Right to Breathe (movement to educate Nevadans about the effects of second hand smoke), Inter-club Council (Student liason), Church Youth Group (President), thats about it. lol",M,3.95,"low-income, URM, unusual life circumstances",0,30000,Really well. He really believed in my case and was 'tremendously' moved by my life story.,"30 hours a week since Junior Year as Lifeguard at casino, caring for my younger brother while parents are at work. K-Dog's Candy Shop (Business I started)",Dumb question,0.0,1940,"[710, 650]","Public, avg.",NV,"ECs (nothing national, but still pretty good), hooks, reccomendations, essays","K-eaZy Productions, Working 40+ hours, football, taking care of bro","scouts, NHS, church","TEST SCORES!! <span class=""Emoticon Emoticon7""><span>:/</span></span> Lack of AP classes and solid 5 scores (only took 3 classes and 2 tests before senior year)","I just didn't have the scores to be honest. I'm not going to retake any standardized tests b/c I feel that they really want to see my mid-year report before they make a final decision, but I doubt they will be impressed as my grades won't be that impressive this year as it's my hardest year yet."
282,0,0,Top 14 for IMO (Still continuing),,Pakistan,"AP Computer Science, AP Calculus AB, AP Physics B, Mechanics, AP English, AP Macroeconomics",D,Good,,,M,3.88,N/A,0,0,None,Worked in a Software House part-time,N/A,0.0,2310,"[800, 800, 780]",Private,N/A,"SAT scores, Extracurriculars",^ Above,"Volunteered at SOS Village, Interned at Services Hospital","Applied for Aid, Essays weren't brilliant. GPA is a bit low, International",I think most internationals were deferred. At least those from countries with lots of applicants.
283,0,[3],"Cornell University Book Award; second, third and honorable mention in National Spanish Exam...can't really think of much else",,,"AP Spanish, Mico/Macro Econ, Honors English/Math/International Relations &amp; Band",D,,caucasian,,M,3.1,Parents are divorced. I wrote one of my essays about how it made me a stronger person...but I don't know if that's really a hook,0,115000,,,N/A,0.0564971751412,2060,"[640, 630]",Public,MA,Extra Curriculars/Volunteer Hours,,,Test scores...,My essays/interview/recs
284,0,0,,,,,A,,,,,0,,0,0,,,,0.0,0,0,,,,,,,
285,0,"[4, 3]",Recognized by College Board as National Hispanic Scholar for PSAT,Harvard seems to be very odd with their decisions because I've seen someone with lower SAT's than me accepted yet theres a 2400/4.0 that was deferred too. Im hoping my humanitarian efforts get me in. The battle's not over! We still have RD!,USA,"AP Calc AB, AP Physics C, IB English 4 HL, IB History HL, IB Spanish 4 SL, IB Photography 4 HL, Journalism 4 honors, IB TOK",D,Pretty original wrote about how a microwave timer began my passion for mathematics,hispanic,"Newspaper (Editor-in-Chief), Pass it On Community Service Club (Vice President), Mu Alpha Theta (Member), National Technical Honor Society (member), National Spanish Honor Society (member)",M,3.9,None really second gen college? First gen US born citizen,"[7, 6]",70000,"Very strong, interviewer told me he wanted to make sure I was his first ever candidate to actually get in",working for two years as a cashier at local supermarket 20 hr weeks,N/A,0.02,2090,"[770, 690]",Public,FL,"leadership, well-rounded, good essay, strong interview.","Travelled to Visit all Ivy leagues, Went to Nicaragua personally to hand deliver donated toys to impoverished children gathered through Pass it On.",average / 150 hrs through Pass It On,"Test scores, only one nationally recognized award",Apparently other applicants were better and only 77 hispanics accepted anyway
286,0,"[5, 5, 5, 5, 5, 5, 5, 4, 4]","National Achievement Semifinalist, National Merit Commended Student, Univ. of Rochester Frederick Douglass and Susan B. Anthony Award, 1st place in Chem Lab at Regional Science Olympiad, National AP Scholar",,,"AP Macroecon, AP Microecon, AP English Lit, AP Physics C: E &amp; M (independent study), AP Physics B, AP Stats, AP Environmental Science",A,"Common app - took the phrase ""when life gives you lemons, make lemonade"" and showed how you shouldnt make lemonade when you can do more with lemons and then connected this to life and some of my experiences, Harvard supplement - reflected on the influences my mother has had on me",african,"Varsity Volleyball since 10th grade (Co-captain, plan to play at Harvard), National Honor Society (Vice President), ACS Chem Club (President), Science National Honor Society (President), National English Honor Society (2nd VP), JV Basketball 9th &amp; 10th grade (co-captain)",M,3.9388,"URM, first generation",0,100000,"Thought it went very well, he was a nice guy and i thought i left a good impression as well as gave him info that may not have shown up in my application",none,only Pittsburgh &amp; Rose-Hulman so far,0.0145719489982,0,"[800, 790]",Public,FL,"Recommendations, essays, the fact that i might not have had 1000 different extracurriculars like other applicants but that i was very active in the one's i did and had one's that related to what i wanted to study (engineering), AP's",,"Volunteered with an organization that aids foreign refugees in adjusting to life here for one summer, assistant coach of a recreational basketball team, AP Chem tutor for 2 years, Girl's Volleyball manager",,Just because
287,0,0,"presidential award, best science student in school",Three months more...,Ghana,most demanding,,good,african,"Library prefect, readwide club (founder and president), muslim students association (president), school editorial board (script analyst), architectural designing (I learned to do it on my own), debate club (debater and treasurer of debate club), curious minds youth advocacy club (organizer), french club (co-founder and organizer)",,3.97,None.,0,10000,didn't have,none,SCEA. I did not apply elsewhere.,0.00760456273764,2140,"[770, 780, 790]",Large public,,nothing,,,everything,dunno. think they want to compare me t other applicants from my side of the world.
288,0,0,,,France,,A,about what brought me to writing software on various devices,,Wrote software that sells well,M,3.85,None,0,200000,,,Not applied anywhere else,0.0,2370,"[800, 800, 800, 770]",Private,,"Grades, software activity",developping software,Administering the computer network at my school,Not too many ECs or community service,I won the lottery
289,31,0,"National FFA Band, 3rd Radio Districts, 5th Radio State",,,"Band, Physics, Personal Finance, Sociology, Calculus, College English, Spanish IV, Agriculture Communications",A,"Common App one was about my heritage. I am a first generation Afghan American woman, and the first to ever get an education period. I ended it with a quote in Pashto from my mother. (I speak Pashto fluently)",,"NHS (VP), Drama/Speech (VP), Math and Science (President), FFA (member), Spanish Club (member), Student Council (President), International Student Exchange (President), Miss Howard County Fair Queen 2011, Band (Loads of stuff, I don't want to list <span class=""Emoticon Emoticon1""><span>:)</span></span>, Varisty Track for 4 years)",F,3.98,"Afghan Woman, Unique EC of being Queen, no one has applied to any ivy from my school in living memory.",0,150000,It was alright I suppose. Kind of awkward. He said he would make sure the addmissions people knew my school was too small for AP and IB,Lifeguard,"Only my state school, Mizzou. I did not apply anywhere else",0.0,0,"[720, 630, 630]","Public, very small, rural school",MO,"Academics, Leadership/ ECs, Teacher rec, and probably my heritage.","Fair Queen, Lifeguard, Hospital Volunteer, Hanging with the friends <span class=""Emoticon Emoticon1""><span>:)</span></span>","One summer volunteer at hospital, Teaches Uncles to read and write English in spare time.",Test scores!!!,"I have no idea. I guess it was because of how small my school is, my heritage (they did specifically say that they were looking for a diverse class), and my essays were pretty unique."
290,0,"[5, 5, 5]","National Merit Semifinalist (230 PSAT highest in school, AP Scholar, Jefferson Scholarship Nomination, Brown book award, NSE Gold, Scholar Athlete Award, MANY mediocre mathletes and DECA awards",,USA,"H English, AP Spanish, AP Physics C Mechanics and E/M, AP Macro and Micro Economics, AP Calc BC, Sports Management",D,"common app essay about balancing social/academic, creative... Harvard supp about my photographic memory combined with math (experience walking in woods at camp)",caucasian,"DECA (president), Mathletes (president for 2 years), Chinese Language Independent Study, 1 year crew, 3 years jv tennis, basketball, football, SUNY Old Westbury advanced college math program, many other random clubs, NHS, Spanish Honor Society, Interact, SciOly, MSG Varsity Reporter, School Store Treasurer, a bunch more",M,4.0,"very very very all-around, which isnt much of a hook when it comes to Harvard.",0,0,"solid. some awkard moments but it lasted 2 hours and we had a lot of random talks. left him my honorable camp speech. he said ""most kids would bring me a research paper filled with numbers i dont understand, im really glad u brought me this even though i know ur a math guy.""","Sleep-Away Camp Counselor, TestTakers Stafff Assistant, Tutoring Business (self-created)",,0.0,2380,"[780, 800, 800, 760]",Public,NY,"scores, gpa, well-rounded",Camper and then camp counselor,"hours not specified on app... American Cancer Society, school store, volunteering through Interact/Mathletes/ NHS etc.",toooo well-rounded? not extreme in one thing,Harvard loves extreme cases in one particular field... i guess i didnt stand out. maybe i over-did myself in my supplement and resume.
